,"DVX1990","DVX1991","DVX1992","DVX1993","DVX1994","DVX1995","DVX1996","DVX1997","DVX1998","DVX1999","DVX2000","DVX2001","DVX2002","DVX2003","DVX2004","DVX2005","DVX2006","DVX2007","DVX2008","DVX2009","DVX2010","DVX2011","DVX2012","DVX2013","DVX2014","DVX2015","DVX2016","DVX2017","DVX2018","VA_exp1990","VA_exp1991","VA_exp1992","VA_exp1993","VA_exp1994","VA_exp1995","VA_exp1996","VA_exp1997","VA_exp1998","VA_exp1999","VA_exp2000","VA_exp2001","VA_exp2002","VA_exp2003","VA_exp2004","VA_exp2005","VA_exp2006","VA_exp2007","VA_exp2008","VA_exp2009","VA_exp2010","VA_exp2011","VA_exp2012","VA_exp2013","VA_exp2014","VA_exp2015","VA_exp2016","VA_exp2017","VA_exp2018","FVA1990","FVA1991","FVA1992","FVA1993","FVA1994","FVA1995","FVA1996","FVA1997","FVA1998","FVA1999","FVA2000","FVA2001","FVA2002","FVA2003","FVA2004","FVA2005","FVA2006","FVA2007","FVA2008","FVA2009","FVA2010","FVA2011","FVA2012","FVA2013","FVA2014","FVA2015","FVA2016","FVA2017","FVA2018","GVC1990","GVC1991","GVC1992","GVC1993","GVC1994","GVC1995","GVC1996","GVC1997","GVC1998","GVC1999","GVC2000","GVC2001","GVC2002","GVC2003","GVC2004","GVC2005","GVC2006","GVC2007","GVC2008","GVC2009","GVC2010","GVC2011","GVC2012","GVC2013","GVC2014","GVC2015","GVC2016","GVC2017","GVC2018","DVA1990","DVA1991","DVA1992","DVA1993","DVA1994","DVA1995","DVA1996","DVA1997","DVA1998","DVA1999","DVA2000","DVA2001","DVA2002","DVA2003","DVA2004","DVA2005","DVA2006","DVA2007","DVA2008","DVA2009","DVA2010","DVA2011","DVA2012","DVA2013","DVA2014","DVA2015","DVA2016","DVA2017","DVA2018",
"Chad","1.743849e+04","1.577343e+04","1.772292e+04","1.544350e+04","1.636126e+04","1.988158e+04","2.075071e+04","2.163205e+04","2.374604e+04","2.130631e+04","2.429787e+04","2.527530e+04","2.607482e+04","4.171220e+04","8.918107e+04","1.252579e+05","1.434305e+05","1.639688e+05","1.934103e+05","1.217092e+05","2.233499e+05","2.282799e+05","2.216466e+05","2.180796e+05","2.474747e+05","2.239069e+05","2.089191e+05","2.141331e+05","2.428001e+05","6.768373e+04","6.169719e+04","6.507205e+04","5.755565e+04","6.008224e+04","7.377401e+04","7.084830e+04","7.411663e+04","7.600623e+04","6.690916e+04","7.426057e+04","7.800487e+04","8.279966e+04","1.246411e+05","2.607860e+05","3.459038e+05","3.865874e+05","4.241442e+05","5.106361e+05","3.462997e+05","6.577744e+05","6.975496e+05","6.857947e+05","6.712758e+05","7.506792e+05","7.116777e+05","6.837749e+05","6.903656e+05","7.303283e+05","5.895885e+03","4.866041e+03","6.096030e+03","5.942132e+03","6.553530e+03","7.622657e+03","7.666501e+03","7.649881e+03","7.086472e+03","6.881888e+03","8.013881e+03","8.601426e+03","1.012915e+04","1.259566e+04","1.966473e+04","2.282548e+04","2.516990e+04","2.916245e+04","3.541482e+04","2.606590e+04","4.102462e+04","5.022377e+04","4.852535e+04","4.871614e+04","5.127438e+04","4.087945e+04","4.306872e+04","4.402720e+04","4.297211e+04","2.333438e+04","2.063947e+04","2.381895e+04","2.138563e+04","2.291479e+04","2.750424e+04","2.841721e+04","2.928193e+04","3.083252e+04","2.818820e+04","3.231175e+04","3.387672e+04","3.620398e+04","5.430786e+04","1.088458e+05","1.480834e+05","1.686004e+05","1.931312e+05","2.288251e+05","1.477751e+05","2.643746e+05","2.785037e+05","2.701720e+05","2.667957e+05","2.987491e+05","2.647864e+05","2.519878e+05","2.581603e+05","2.857722e+05","6.178785e+04","5.683115e+04","5.897602e+04","5.161351e+04","5.352871e+04","6.615135e+04","6.318180e+04","6.646675e+04","6.891976e+04","6.002727e+04","6.624669e+04","6.940345e+04","7.267051e+04","1.120454e+05","2.411212e+05","3.230783e+05","3.614175e+05","3.949817e+05","4.752213e+05","3.202338e+05","6.167498e+05","6.473259e+05","6.372693e+05","6.225597e+05","6.994048e+05","6.707982e+05","6.407062e+05","6.463384e+05","6.873562e+05",
"Chile","1.722086e+06","1.843009e+06","2.158987e+06","2.089792e+06","2.519986e+06","3.338009e+06","3.527009e+06","3.564970e+06","3.909430e+06","3.928031e+06","4.777650e+06","4.278205e+06","4.310665e+06","5.188393e+06","7.467344e+06","9.277221e+06","1.294014e+07","1.570193e+07","1.683446e+07","1.337324e+07","1.862044e+07","2.105154e+07","2.058995e+07","2.077104e+07","2.213034e+07","1.951772e+07","1.986187e+07","2.047696e+07","2.132470e+07","7.910181e+06","8.590094e+06","1.006852e+07","1.018266e+07","1.202293e+07","1.525879e+07","1.553194e+07","1.595130e+07","1.597300e+07","1.579648e+07","1.757060e+07","1.682272e+07","1.654235e+07","1.918986e+07","2.654862e+07","3.231156e+07","4.232296e+07","5.007615e+07","5.444179e+07","4.548095e+07","6.234596e+07","6.990758e+07","6.874567e+07","6.888471e+07","7.410431e+07","6.846347e+07","6.843254e+07","6.902139e+07","7.105869e+07","2.107046e+06","2.251294e+06","2.680489e+06","2.766835e+06","3.186160e+06","3.953964e+06","4.015814e+06","3.261662e+06","3.322572e+06","3.220873e+06","3.681545e+06","3.721189e+06","3.653661e+06","4.478435e+06","6.113743e+06","7.330279e+06","9.363227e+06","1.185039e+07","1.473016e+07","1.074960e+07","1.493947e+07","1.805173e+07","1.729130e+07","1.682179e+07","1.766840e+07","1.601277e+07","1.590381e+07","1.617234e+07","1.674986e+07","3.829132e+06","4.094304e+06","4.839475e+06","4.856626e+06","5.706145e+06","7.291973e+06","7.542823e+06","6.826632e+06","7.232002e+06","7.148904e+06","8.459195e+06","7.999393e+06","7.964326e+06","9.666828e+06","1.358109e+07","1.660750e+07","2.230337e+07","2.755232e+07","3.156462e+07","2.412284e+07","3.355990e+07","3.910327e+07","3.788126e+07","3.759283e+07","3.979874e+07","3.553049e+07","3.576568e+07","3.664930e+07","3.807456e+07","5.803135e+06","6.338800e+06","7.388034e+06","7.415829e+06","8.836767e+06","1.130483e+07","1.151613e+07","1.268964e+07","1.265043e+07","1.257560e+07","1.388906e+07","1.310153e+07","1.288869e+07","1.471142e+07","2.043488e+07","2.498128e+07","3.295974e+07","3.822575e+07","3.971164e+07","3.473135e+07","4.740649e+07","5.185585e+07","5.145437e+07","5.206292e+07","5.643592e+07","5.245069e+07","5.252873e+07","5.284905e+07","5.430883e+07",
"China","1.771315e+07","1.605636e+07","1.928937e+07","2.514532e+07","3.005119e+07","3.935924e+07","4.403604e+07","4.361907e+07","5.531669e+07","5.819550e+07","7.284153e+07","7.548136e+07","8.389260e+07","1.090075e+08","1.484806e+08","1.852523e+08","2.493687e+08","3.248853e+08","4.091133e+08","3.214982e+08","4.175831e+08","5.261541e+08","5.183533e+08","5.589167e+08","6.076312e+08","5.734903e+08","6.375257e+08","6.620372e+08","6.831580e+08","7.576215e+07","6.845139e+07","8.175857e+07","1.177038e+08","1.438868e+08","1.803392e+08","1.875790e+08","2.066324e+08","2.442701e+08","2.608948e+08","3.220682e+08","3.270963e+08","3.602639e+08","4.504079e+08","5.959227e+08","7.237337e+08","9.299746e+08","1.156334e+09","1.389441e+09","1.136724e+09","1.479182e+09","1.822059e+09","1.815992e+09","1.920300e+09","2.060699e+09","1.981197e+09","2.002768e+09","2.096786e+09","2.155368e+09","4.640432e+06","4.967038e+06","6.429013e+06","1.099245e+07","1.690451e+07","2.188772e+07","2.416780e+07","2.545151e+07","3.231443e+07","3.574951e+07","4.908591e+07","4.688300e+07","5.269926e+07","7.675384e+07","1.062493e+08","1.279368e+08","1.641867e+08","2.143573e+08","2.426372e+08","1.737953e+08","2.743070e+08","3.399377e+08","3.283199e+08","3.208416e+08","3.323258e+08","2.730631e+08","2.556770e+08","2.687467e+08","2.774756e+08","2.235358e+07","2.102340e+07","2.571838e+07","3.613778e+07","4.695569e+07","6.124695e+07","6.820383e+07","6.907058e+07","8.763112e+07","9.394501e+07","1.219274e+08","1.223644e+08","1.365919e+08","1.857613e+08","2.547299e+08","3.131890e+08","4.135554e+08","5.392426e+08","6.517505e+08","4.952935e+08","6.918901e+08","8.660918e+08","8.466731e+08","8.797583e+08","9.399570e+08","8.465534e+08","8.932026e+08","9.307839e+08","9.606336e+08","7.112171e+07","6.348436e+07","7.532955e+07","1.067114e+08","1.269822e+08","1.584515e+08","1.634112e+08","1.811809e+08","2.119556e+08","2.251453e+08","2.729823e+08","2.802133e+08","3.075646e+08","3.736541e+08","4.896734e+08","5.957970e+08","7.657879e+08","9.419763e+08","1.146804e+09","9.629287e+08","1.204875e+09","1.482121e+09","1.487672e+09","1.599459e+09","1.728373e+09","1.708134e+09","1.747091e+09","1.828040e+09","1.877892e+09",
"Colombia","7.995210e+05","9.100992e+05","9.729208e+05","1.006489e+06","1.277198e+06","1.563809e+06","1.757057e+06","1.868323e+06","1.857294e+06","1.876589e+06","2.164052e+06","1.723046e+06","1.338846e+06","2.010263e+06","2.670298e+06","2.862651e+06","4.026542e+06","4.892450e+06","6.357421e+06","4.783323e+06","6.364607e+06","8.262063e+06","8.023207e+06","8.034021e+06","8.830108e+06","7.702419e+06","8.045949e+06","8.136850e+06","8.281161e+06","3.870648e+06","4.623246e+06","4.942415e+06","5.194925e+06","6.283258e+06","7.377056e+06","8.106724e+06","8.982307e+06","9.034567e+06","9.040189e+06","9.897551e+06","8.760435e+06","7.028488e+06","9.644625e+06","1.169655e+07","1.256059e+07","1.631248e+07","1.889191e+07","2.334495e+07","1.927778e+07","2.467839e+07","3.059991e+07","3.012636e+07","3.091632e+07","3.410633e+07","3.120148e+07","2.989401e+07","3.033133e+07","3.165995e+07","3.029822e+05","3.832189e+05","4.920524e+05","5.502376e+05","6.301671e+05","7.450756e+05","8.100311e+05","8.297340e+05","8.459498e+05","8.419430e+05","1.023630e+06","1.091250e+06","1.076762e+06","1.362293e+06","1.446027e+06","1.669323e+06","1.946927e+06","2.010326e+06","2.421261e+06","1.860806e+06","2.388100e+06","3.196439e+06","3.022061e+06","3.067630e+06","3.192989e+06","2.729238e+06","2.571817e+06","2.636661e+06","2.758998e+06","1.102503e+06","1.293318e+06","1.464973e+06","1.556726e+06","1.907365e+06","2.308885e+06","2.567088e+06","2.698057e+06","2.703244e+06","2.718531e+06","3.187682e+06","2.814296e+06","2.415608e+06","3.372557e+06","4.116325e+06","4.531974e+06","5.973469e+06","6.902776e+06","8.778682e+06","6.644130e+06","8.752708e+06","1.145850e+07","1.104527e+07","1.110165e+07","1.202310e+07","1.043166e+07","1.061777e+07","1.077351e+07","1.104016e+07","3.567666e+06","4.240028e+06","4.450363e+06","4.644687e+06","5.653091e+06","6.631980e+06","7.296693e+06","8.152573e+06","8.188617e+06","8.198246e+06","8.873921e+06","7.669185e+06","5.951726e+06","8.282332e+06","1.025052e+07","1.089126e+07","1.436555e+07","1.688158e+07","2.092369e+07","1.741697e+07","2.229029e+07","2.740347e+07","2.710430e+07","2.784869e+07","3.091334e+07","2.847224e+07","2.732219e+07","2.769467e+07","2.890095e+07",
"Congo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Costa Rica","1.464629e+05","1.892765e+05","2.383752e+05","2.583356e+05","3.009960e+05","3.752101e+05","4.173065e+05","4.594378e+05","5.726087e+05","6.585134e+05","7.115605e+05","6.563744e+05","6.752038e+05","7.884848e+05","9.292947e+05","1.046914e+06","1.303027e+06","1.581235e+06","1.828243e+06","1.519308e+06","2.072255e+06","2.216622e+06","2.175408e+06","2.265442e+06","2.318583e+06","2.022191e+06","2.149991e+06","2.225793e+06","2.291391e+06","9.600878e+05","1.377875e+06","1.711129e+06","1.887975e+06","2.114006e+06","2.484293e+06","2.701434e+06","3.078565e+06","3.836722e+06","4.369683e+06","4.465054e+06","4.205540e+06","4.371202e+06","4.878610e+06","5.583115e+06","6.249453e+06","7.453746e+06","8.630512e+06","9.561364e+06","8.101087e+06","1.042889e+07","1.098736e+07","1.093370e+07","1.127217e+07","1.173960e+07","1.082757e+07","1.185561e+07","1.216123e+07","1.266925e+07","1.993594e+05","3.116275e+05","3.973502e+05","4.299598e+05","4.906397e+05","5.976057e+05","6.827842e+05","7.276648e+05","9.091516e+05","9.681098e+05","1.018366e+06","9.194807e+05","9.844449e+05","1.117673e+06","1.313890e+06","1.512455e+06","1.838773e+06","2.111020e+06","2.348786e+06","1.749440e+06","2.110132e+06","2.351488e+06","2.289425e+06","2.248590e+06","2.367224e+06","2.044141e+06","2.157602e+06","2.225215e+06","2.341269e+06","3.458223e+05","5.009040e+05","6.357254e+05","6.882955e+05","7.916356e+05","9.728158e+05","1.100091e+06","1.187103e+06","1.481760e+06","1.626623e+06","1.729926e+06","1.575855e+06","1.659649e+06","1.906158e+06","2.243184e+06","2.559368e+06","3.141801e+06","3.692255e+06","4.177029e+06","3.268748e+06","4.182387e+06","4.568110e+06","4.464833e+06","4.514032e+06","4.685807e+06","4.066332e+06","4.307594e+06","4.451008e+06","4.632659e+06","7.607284e+05","1.066248e+06","1.313779e+06","1.458015e+06","1.623367e+06","1.886687e+06","2.018650e+06","2.350900e+06","2.927571e+06","3.401573e+06","3.446688e+06","3.286060e+06","3.386757e+06","3.760937e+06","4.269225e+06","4.736998e+06","5.614973e+06","6.519492e+06","7.212578e+06","6.351648e+06","8.318762e+06","8.635870e+06","8.644275e+06","9.023581e+06","9.372379e+06","8.783428e+06","9.698005e+06","9.936020e+06","1.032798e+07",
"Croatia","5.743297e+05","5.422242e+05","5.345182e+05","4.835893e+05","5.797501e+05","6.928277e+05","7.667066e+05","7.867190e+05","8.733650e+05","8.506662e+05","9.777569e+05","1.021772e+06","1.094443e+06","1.401507e+06","1.861825e+06","2.105224e+06","2.700148e+06","3.406764e+06","4.157245e+06","3.096771e+06","4.112719e+06","4.073233e+06","4.017808e+06","4.156735e+06","4.278673e+06","3.787327e+06","3.952708e+06","4.150901e+06","4.297398e+06","2.527797e+06","2.437184e+06","2.327758e+06","2.106466e+06","2.351103e+06","2.661487e+06","2.985278e+06","3.131378e+06","3.399723e+06","3.378975e+06","3.829581e+06","3.903417e+06","4.241760e+06","5.222199e+06","6.485148e+06","7.095393e+06","8.389857e+06","1.016560e+07","1.209257e+07","9.246787e+06","1.156205e+07","1.156876e+07","1.145609e+07","1.190388e+07","1.246805e+07","1.132601e+07","1.197438e+07","1.263033e+07","1.325948e+07","7.183710e+05","8.002513e+05","7.439276e+05","6.777578e+05","6.986857e+05","8.069736e+05","9.201152e+05","9.843711e+05","1.001653e+06","1.023788e+06","1.208193e+06","1.240715e+06","1.354498e+06","1.671655e+06","2.065211e+06","2.220079e+06","2.666051e+06","3.234986e+06","3.822066e+06","2.659862e+06","3.320912e+06","3.694014e+06","3.654584e+06","3.882802e+06","4.076169e+06","3.364708e+06","3.533053e+06","3.719660e+06","3.919660e+06","1.292701e+06","1.342475e+06","1.278446e+06","1.161347e+06","1.278436e+06","1.499801e+06","1.686822e+06","1.771090e+06","1.875018e+06","1.874454e+06","2.185950e+06","2.262487e+06","2.448941e+06","3.073162e+06","3.927037e+06","4.325303e+06","5.366199e+06","6.641750e+06","7.979311e+06","5.756633e+06","7.433631e+06","7.767246e+06","7.672392e+06","8.039537e+06","8.354841e+06","7.152035e+06","7.485761e+06","7.870560e+06","8.217058e+06","1.809426e+06","1.636933e+06","1.583830e+06","1.428708e+06","1.652417e+06","1.854513e+06","2.065162e+06","2.147007e+06","2.398070e+06","2.355187e+06","2.621388e+06","2.662702e+06","2.887262e+06","3.550544e+06","4.419937e+06","4.875314e+06","5.723806e+06","6.930613e+06","8.270508e+06","6.586925e+06","8.241138e+06","7.874750e+06","7.801504e+06","8.021082e+06","8.391880e+06","7.961298e+06","8.441330e+06","8.910673e+06","9.339823e+06",
"Cuba","1.204744e+05","9.659496e+04","1.016355e+05","8.749612e+04","1.041632e+05","1.235500e+05","1.438849e+05","1.551753e+05","1.807771e+05","2.035028e+05","2.607435e+05","2.467637e+05","2.425032e+05","2.644416e+05","3.378130e+05","4.369724e+05","5.210100e+05","6.105863e+05","6.622774e+05","5.096950e+05","8.536676e+05","8.057298e+05","7.755879e+05","8.338397e+05","8.551351e+05","7.336667e+05","7.475823e+05","7.822573e+05","8.184015e+05","1.167793e+06","8.927157e+05","8.447643e+05","7.081243e+05","7.885864e+05","9.051155e+05","9.999502e+05","1.069102e+06","1.071604e+06","1.177562e+06","1.423965e+06","1.286540e+06","1.238199e+06","1.281221e+06","1.556111e+06","1.985370e+06","2.205963e+06","2.609260e+06","2.942692e+06","2.454713e+06","3.995305e+06","3.728325e+06","3.673534e+06","4.004280e+06","4.163275e+06","3.865588e+06","3.865662e+06","3.865418e+06","3.865223e+06","1.836397e+05","1.099776e+05","8.707006e+04","6.881891e+04","7.718763e+04","9.889228e+04","1.277039e+05","1.327762e+05","1.268456e+05","1.308013e+05","1.541534e+05","1.349723e+05","1.207447e+05","1.384617e+05","1.878785e+05","2.596568e+05","2.884512e+05","3.439330e+05","4.616414e+05","3.031940e+05","4.828425e+05","5.602798e+05","5.509181e+05","5.999969e+05","6.522601e+05","5.617511e+05","5.592623e+05","5.560770e+05","5.523247e+05","3.041141e+05","2.065726e+05","1.887056e+05","1.563150e+05","1.813508e+05","2.224423e+05","2.715889e+05","2.879515e+05","3.076227e+05","3.343040e+05","4.148969e+05","3.817360e+05","3.632480e+05","4.029033e+05","5.256915e+05","6.966292e+05","8.094612e+05","9.545193e+05","1.123919e+06","8.128890e+05","1.336510e+06","1.366010e+06","1.326506e+06","1.433837e+06","1.507395e+06","1.295418e+06","1.306845e+06","1.338334e+06","1.370726e+06","9.841537e+05","7.827381e+05","7.576942e+05","6.393054e+05","7.113988e+05","8.062232e+05","8.722463e+05","9.363258e+05","9.447580e+05","1.046761e+06","1.269812e+06","1.151568e+06","1.117454e+06","1.142759e+06","1.368233e+06","1.725713e+06","1.917512e+06","2.265327e+06","2.481050e+06","2.151519e+06","3.512463e+06","3.168045e+06","3.122616e+06","3.404283e+06","3.511015e+06","3.303837e+06","3.306399e+06","3.309341e+06","3.312899e+06",
"Cyprus","5.619195e+04","5.689859e+04","8.535137e+04","8.381353e+04","9.256062e+04","1.138917e+05","1.227029e+05","1.288957e+05","1.423997e+05","1.534625e+05","1.767097e+05","1.752839e+05","1.769430e+05","2.062375e+05","2.620164e+05","2.933869e+05","3.622339e+05","4.420978e+05","5.013761e+05","3.979895e+05","5.336430e+05","5.273745e+05","4.828683e+05","4.863017e+05","5.149230e+05","4.412234e+05","4.521269e+05","4.771738e+05","4.928786e+05","4.565921e+05","4.451179e+05","6.261214e+05","6.081720e+05","6.497445e+05","7.310798e+05","7.953669e+05","8.294718e+05","8.795099e+05","9.288947e+05","1.013418e+06","9.862456e+05","9.971908e+05","1.136762e+06","1.417293e+06","1.563518e+06","1.911762e+06","2.320353e+06","2.522813e+06","2.035404e+06","2.555863e+06","2.596923e+06","2.447953e+06","2.457047e+06","2.632220e+06","2.349108e+06","2.434200e+06","2.379641e+06","2.493968e+06","1.365081e+05","1.371241e+05","2.076180e+05","1.899636e+05","2.053763e+05","2.360104e+05","2.687095e+05","2.817856e+05","2.841425e+05","2.972037e+05","3.439683e+05","3.280520e+05","3.283005e+05","3.669718e+05","4.768937e+05","5.247140e+05","6.735542e+05","8.406455e+05","9.180265e+05","6.637255e+05","8.278819e+05","8.981163e+05","8.544585e+05","8.604134e+05","9.217815e+05","7.494226e+05","7.765885e+05","7.523187e+05","7.916189e+05","1.927000e+05","1.940227e+05","2.929694e+05","2.737771e+05","2.979370e+05","3.499021e+05","3.914123e+05","4.106814e+05","4.265422e+05","4.506662e+05","5.206781e+05","5.033359e+05","5.052435e+05","5.732093e+05","7.389101e+05","8.181009e+05","1.035788e+06","1.282743e+06","1.419403e+06","1.061715e+06","1.361525e+06","1.425491e+06","1.337327e+06","1.346715e+06","1.436705e+06","1.190646e+06","1.228715e+06","1.229492e+06","1.284498e+06","3.200840e+05","3.079938e+05","4.185034e+05","4.182084e+05","4.443682e+05","4.950694e+05","5.266574e+05","5.476862e+05","5.953674e+05","6.316910e+05","6.694495e+05","6.581937e+05","6.688902e+05","7.697907e+05","9.403993e+05","1.038804e+06","1.238208e+06","1.479707e+06","1.604786e+06","1.371679e+06","1.727981e+06","1.698807e+06","1.593494e+06","1.596634e+06","1.710439e+06","1.599685e+06","1.657611e+06","1.627322e+06","1.702349e+06",
"Czech Republic","6.300179e+06","5.507306e+06","6.449163e+06","6.680320e+06","7.645257e+06","1.007162e+07","1.122277e+07","1.104416e+07","1.182322e+07","1.179985e+07","1.219963e+07","1.396547e+07","1.608523e+07","2.055604e+07","2.725836e+07","3.200798e+07","4.132293e+07","5.261331e+07","6.661221e+07","5.154249e+07","6.361757e+07","6.890709e+07","6.795511e+07","6.960048e+07","7.349909e+07","6.120530e+07","6.537360e+07","6.679199e+07","6.945955e+07","2.179132e+07","1.844797e+07","2.059053e+07","2.087242e+07","2.307136e+07","3.004389e+07","3.261857e+07","3.178019e+07","3.545660e+07","3.507742e+07","3.619054e+07","4.013927e+07","4.500166e+07","5.656750e+07","7.284112e+07","8.330863e+07","1.033844e+08","1.307555e+08","1.606512e+08","1.278484e+08","1.566060e+08","1.723090e+08","1.711207e+08","1.762154e+08","1.880625e+08","1.665070e+08","1.740679e+08","1.809969e+08","1.878461e+08","5.294146e+06","5.389117e+06","6.429962e+06","6.045865e+06","6.599561e+06","9.029463e+06","9.576419e+06","9.286381e+06","1.157968e+07","1.152878e+07","1.276888e+07","1.402058e+07","1.482271e+07","1.931150e+07","2.594814e+07","2.913762e+07","3.725279e+07","4.829211e+07","5.776494e+07","4.430953e+07","5.747181e+07","6.695151e+07","6.583724e+07","6.880093e+07","7.196146e+07","6.240745e+07","6.378912e+07","6.733749e+07","7.004162e+07","1.159432e+07","1.089642e+07","1.287913e+07","1.272618e+07","1.424482e+07","1.910108e+07","2.079919e+07","2.033054e+07","2.340290e+07","2.332863e+07","2.496851e+07","2.798605e+07","3.090794e+07","3.986754e+07","5.320650e+07","6.114560e+07","7.857572e+07","1.009054e+08","1.243771e+08","9.585202e+07","1.210894e+08","1.358586e+08","1.337924e+08","1.384014e+08","1.454605e+08","1.236128e+08","1.291627e+08","1.341295e+08","1.395012e+08","1.649717e+07","1.305886e+07","1.416057e+07","1.482656e+07","1.647180e+07","2.101443e+07","2.304215e+07","2.249381e+07","2.387691e+07","2.354864e+07","2.342166e+07","2.611869e+07","3.017895e+07","3.725600e+07","4.689298e+07","5.417101e+07","6.613165e+07","8.246343e+07","1.028862e+08","8.353883e+07","9.913415e+07","1.053575e+08","1.052835e+08","1.074144e+08","1.161010e+08","1.040995e+08","1.102788e+08","1.136594e+08","1.178045e+08",
"Cote dIvoire","3.644943e+05","3.615098e+05","4.295018e+05","3.725077e+05","4.009717e+05","5.055085e+05","5.746045e+05","5.857356e+05","6.113505e+05","6.087223e+05","6.070910e+05","6.244622e+05","7.086678e+05","8.323618e+05","1.040860e+06","1.156169e+06","1.431857e+06","1.708065e+06","2.091551e+06","1.813354e+06","2.273264e+06","2.229759e+06","2.194073e+06","2.396100e+06","2.424459e+06","2.163233e+06","2.506663e+06","2.577236e+06","2.666467e+06","1.371882e+06","1.315943e+06","1.521353e+06","1.311238e+06","1.395705e+06","1.694401e+06","1.896783e+06","1.924498e+06","2.014265e+06","1.999028e+06","1.875123e+06","1.909117e+06","2.183635e+06","2.562615e+06","3.102805e+06","3.411384e+06","3.987579e+06","4.589883e+06","5.490850e+06","5.124621e+06","6.146053e+06","6.016347e+06","5.945944e+06","6.511112e+06","6.711680e+06","6.246629e+06","5.623031e+06","6.376556e+06","6.955458e+06","1.410826e+05","1.250588e+05","1.248729e+05","8.613156e+04","1.159874e+05","1.372621e+05","1.555283e+05","1.538334e+05","1.474698e+05","1.358314e+05","1.356402e+05","1.365341e+05","1.558176e+05","1.930190e+05","2.570319e+05","3.025221e+05","3.694457e+05","4.125708e+05","4.885688e+05","4.186806e+05","4.977994e+05","5.213619e+05","5.029009e+05","5.269895e+05","5.549599e+05","4.648882e+05","3.772360e+05","4.330742e+05","4.759179e+05","5.055770e+05","4.865686e+05","5.543747e+05","4.586393e+05","5.169591e+05","6.427707e+05","7.301328e+05","7.395690e+05","7.588203e+05","7.445536e+05","7.427312e+05","7.609964e+05","8.644854e+05","1.025381e+06","1.297891e+06","1.458691e+06","1.801303e+06","2.120636e+06","2.580120e+06","2.232034e+06","2.771063e+06","2.751121e+06","2.696974e+06","2.923090e+06","2.979419e+06","2.628121e+06","2.883899e+06","3.010310e+06","3.142385e+06","1.230799e+06","1.190884e+06","1.396480e+06","1.225106e+06","1.279717e+06","1.557139e+06","1.741255e+06","1.770664e+06","1.866795e+06","1.863196e+06","1.739483e+06","1.772583e+06","2.027817e+06","2.369597e+06","2.845773e+06","3.108862e+06","3.618134e+06","4.177312e+06","5.002281e+06","4.705941e+06","5.648254e+06","5.494985e+06","5.443043e+06","5.984122e+06","6.156720e+06","5.781741e+06","5.245795e+06","5.943482e+06","6.479540e+06",
